epoch,trained_on,step,loss,grad_norm,seconds
20,property10,16,0.218656,0.745001,0.37
21,property1,1,-4.075295,1.000000,0.05
21,property1,2,-4.076295,1.000000,0.08
21,property1,3,-4.077295,1.000000,0.06
21,property1,4,-4.078295,1.000000,0.05
21,property1,5,-4.079295,1.000000,0.05
21,property1,6,-4.080295,1.000000,0.05
21,property1,7,-4.081295,1.000000,0.07
21,property1,8,-4.082295,1.000000,0.05
21,property1,9,-4.083295,1.000000,0.05
21,property1,10,-4.084295,1.000000,0.06
21,property1,11,-4.085295,1.000000,0.06
21,property1,12,-4.086295,1.000000,0.06
21,property1,13,-4.087295,1.000000,0.08
21,property1,14,-4.088295,1.000000,0.05
21,property1,15,-4.089295,1.000000,0.05
21,property1,16,-4.090295,1.000000,0.05
22,property2,1,-0.460368,1.007763,0.35
22,property2,2,-0.462168,1.008768,0.38
22,property2,3,-0.463971,1.009764,0.38
22,property2,4,-0.465775,1.010753,0.36
22,property2,5,-0.467582,1.011734,0.38
22,property2,6,-0.469390,1.012706,0.35
22,property2,7,-0.471200,1.013672,0.37
22,property2,8,-0.473012,1.014629,0.36
22,property2,9,-0.474826,1.015579,0.37
22,property2,10,-0.476642,1.016521,0.36
22,property2,11,-0.478460,1.017456,0.36
22,property2,12,-0.480279,1.018383,0.36
22,property2,13,-0.482101,1.019303,0.49
22,property2,14,-0.483925,1.020215,0.46
22,property2,15,-0.485750,1.021120,0.47
22,property2,16,-0.487578,1.022018,0.37
23,property3,1,-0.194249,0.797950,0.37
23,property3,2,-0.200776,0.804678,0.39
23,property3,3,-0.206995,0.873408,0.36
23,property3,4,-0.212010,0.922344,0.37
23,property3,5,-0.216471,0.940350,0.36
23,property3,6,-0.222130,1.017092,0.36
23,property3,7,-0.230239,1.114650,0.39
23,property3,8,-0.236240,1.185237,0.68
23,property3,9,-0.246418,1.378267,0.40
23,property3,10,-0.258557,1.592280,0.37
23,property3,11,-0.271543,1.836372,0.45
23,property3,12,-0.287500,2.189225,0.47
23,property3,13,-0.307213,2.617860,0.37
23,property3,14,-0.329890,3.112654,0.35
23,property3,15,-0.362655,4.148497,0.37
23,property3,16,-0.407971,5.052444,0.34
24,property4,1,-0.279877,1.808150,0.36
24,property4,2,-0.321294,2.791396,0.38
24,property4,3,-0.369010,3.614904,0.38
24,property4,4,-0.406797,4.035714,0.38
24,property4,5,-0.454665,4.937828,0.36
24,property4,6,-0.514440,6.288109,0.36
24,property4,7,-0.599021,7.836492,0.36
24,property4,8,-0.710042,9.812048,0.36
24,property4,9,-0.844346,11.864131,0.37
24,property4,10,-1.004025,13.991498,0.36
24,property4,11,-1.181681,16.223288,0.36
24,property4,12,-1.363277,18.156052,0.36
24,property4,13,-1.569032,20.484089,0.36
24,property4,14,-1.799037,23.048767,0.36
24,property4,15,-2.056321,25.568243,0.39
24,property4,16,-2.333889,28.744905,0.35
25,property5,1,0.231078,3.738071,0.38
25,property5,2,0.229324,5.385920,0.40
25,property5,3,0.253792,3.127133,0.37
25,property5,4,0.223225,3.006337,0.35
25,property5,5,0.190622,3.632730,0.36
25,property5,6,0.181173,3.638430,0.35
25,property5,7,0.160668,3.838732,0.37
25,property5,8,0.132051,4.020055,0.36
25,property5,9,0.115913,3.953841,0.35
25,property5,10,0.068207,3.755032,0.36
25,property5,11,0.096378,3.474865,0.36
25,property5,12,0.038010,2.928979,0.35
25,property5,13,0.024242,2.136014,0.37
25,property5,14,0.015416,1.550816,0.38
25,property5,15,0.014400,1.267984,0.35
25,property5,16,0.009034,0.900419,0.35
26,property6,1,1.021950,13.764933,0.73
26,property6,2,1.073780,10.224969,0.72
26,property6,3,0.804151,8.470551,0.73
26,property6,4,0.821918,8.168499,0.74
26,property6,5,0.680907,5.156650,0.71
26,property6,6,0.586644,4.117105,0.72
26,property6,7,0.489778,3.755627,0.70
26,property6,8,0.515567,3.005125,0.70
26,property6,9,0.405172,1.697687,0.71
26,property6,10,0.400792,1.439831,0.71
26,property6,11,0.409778,1.715114,0.70
26,property6,12,0.409170,1.666291,0.69
26,property6,13,0.417383,2.016562,0.70
26,property6,14,0.391161,1.431837,0.70
26,property6,15,0.377101,0.954877,0.75
26,property6,16,0.380200,1.132352,0.70
27,property7,1,-0.219025,0.905022,0.75
27,property7,2,-0.173356,1.870524,0.73
27,property7,3,-0.181801,1.647839,0.94
27,property7,4,-0.237231,0.653440,0.75
27,property7,5,-0.174476,1.711025,0.74
27,property7,6,-0.240006,0.657395,0.73
27,property7,7,-0.241405,0.659368,0.77
27,property7,8,-0.007928,0.651414,0.74
27,property7,9,-0.244074,0.663091,0.74
27,property7,10,-0.245374,0.664885,0.77
27,property7,11,-0.246705,0.666713,0.73
27,property7,12,-0.248062,0.668566,0.71
27,property7,13,-0.019789,1.262571,0.72
27,property7,14,-0.250713,0.672140,0.72
27,property7,15,-0.252022,0.673884,0.74
27,property7,16,-0.253362,0.675661,0.72
28,property8,1,0.118366,0.481530,0.90
28,property8,2,0.112482,0.499933,0.72
28,property8,3,0.110527,0.397086,0.71
28,property8,4,0.109682,0.394808,0.74
28,property8,5,0.108843,0.392535,0.72
28,property8,6,0.108008,0.390267,0.71
28,property8,7,0.107180,0.388004,0.73
28,property8,8,0.106356,0.385747,0.72
28,property8,9,0.105538,0.383495,0.72
28,property8,10,0.104725,0.381249,0.74
28,property8,11,0.103918,0.379010,0.71
28,property8,12,0.103117,0.376777,0.71
28,property8,13,0.102321,0.374550,0.73
28,property8,14,0.101531,0.372331,0.71
28,property8,15,0.100746,0.370119,0.72
28,property8,16,0.099968,0.367915,0.74
29,property9,1,0.417194,1.280134,0.39
29,property9,2,0.372984,3.505267,0.37
29,property9,3,0.379555,3.587319,0.36
29,property9,4,0.354052,8.780355,0.36
29,property9,5,0.306474,9.014417,0.35
29,property9,6,0.265458,7.365916,0.35
29,property9,7,0.202135,3.101185,0.38
29,property9,8,0.198737,2.904197,0.35
29,property9,9,0.207634,3.657057,0.36
29,property9,10,0.189676,5.880964,0.36
29,property9,11,0.152256,2.928538,0.35
29,property9,12,0.174687,2.992613,0.36
29,property9,13,0.142800,2.367075,0.37
29,property9,14,0.092777,2.346950,0.35
29,property9,15,0.108921,2.456298,0.37
29,property9,16,0.090261,1.950278,0.35
30,property10,1,0.190694,0.690599,0.37
30,property10,2,0.189467,0.687935,0.37
30,property10,3,0.188245,0.685264,0.36
30,property10,4,0.187028,0.682588,0.37
30,property10,5,0.185816,0.679908,0.36
30,property10,6,0.184610,0.677222,0.35
30,property10,7,0.183408,0.674532,0.37
30,property10,8,0.182212,0.671837,0.35
30,property10,9,0.181021,0.669139,0.35
30,property10,10,0.179836,0.666438,0.36
30,property10,11,0.178656,0.663733,0.35
30,property10,12,0.177482,0.661025,0.36
30,property10,13,0.176313,0.658314,0.37
30,property10,14,0.175151,0.655601,0.36
30,property10,15,0.173994,0.652886,0.37
30,property10,16,0.172843,0.650170,0.34
